ticket_id,timestamp,alert_severity,alert_type,source_ip,dest_asset,assigned_analyst,time_to_acknowledge,time_to_close,resolution_notes,escalated,shift
TKT-001273,2026-08-25T09:56:44.205969,CRITICAL,XSS Attack,10.70.175.47,fin-ws-37,Deepa Reddy,58,8477,Confirmed true positive for XSS Attack. Blocked source IP at perimeter firewall. Notified asset owner in Finance.,False,DAY
TKT-004388,2026-09-01T13:22:45.450768,MEDIUM,Lateral Movement,10.196.8.227,net-fw-10,Rajesh Kumar,223,2776,Performed deep-dive on Lateral Movement. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,True,DAY
TKT-002919,2026-08-24T00:23:17.557334,LOW,Lateral Movement,10.53.10.226,stg-app-19,Deepa Reddy,688,1181,Performed deep-dive on Lateral Movement. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,NIGHT
TKT-002628,2026-09-10T23:27:18.670025,HIGH,Insider Threat,10.28.160.156,prod-app-1,Kavita Deshmukh,51,3461,Performed deep-dive on Insider Threat. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,True,NIGHT
TKT-003558,2026-08-22T17:34:07.687381,MEDIUM,Insider Threat,10.186.104.158,corp-ws-6,Sunita Rao,297,3551,"Responded to Insider Threat on corp-ws-6. Quarantined suspicious binary, submitted hash to local sandbox. Result: expired SSL certificate renewal process.",False,SWING
TKT-002832,2026-08-20T06:08:07.604406,LOW,Phishing Email,10.251.150.74,mail-srv-12,Meera Iyer,890,362,"Escalated Phishing Email to Tier-2. Forensic analysis revealed scheduled maintenance script execution. Remediation applied, monitoring for recurrence.",False,DAY
TKT-001706,2026-09-03T19:27:24.322000,LOW,Unauthorized Access,10.159.167.179,prod-app-31,Pooja Chauhan,208,1638,Reviewed Unauthorized Access targeting prod-app-31. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-005404,2026-09-11T20:29:25.434629,MEDIUM,Brute Force Attempt,10.37.198.74,prod-web-45,Sunita Rao,413,3450,Confirmed true positive for Brute Force Attempt. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-007119,2026-08-29T06:33:41.010013,LOW,Unauthorized Access,10.150.207.83,corp-ws-6,Sunita Rao,528,1570,Detected Unauthorized Access pattern on corp-ws-6. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,False,DAY
TKT-006725,2026-09-02T19:47:04.305865,LOW,Malware Detection,10.161.233.143,prod-db-2,Amit Verma,185,810,Triaged Malware Detection alert from prod-db-2. Correlated with SIEM logs — determined to be benign activity from scheduled expired SSL certificate renewal process.,False,SWING
TKT-003526,2026-09-12T01:40:05.977557,HIGH,Unauthorized Access,10.65.152.209,mail-srv-42,Pooja Chauhan,231,6571,"Escalated Unauthorized Access to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-002908,2026-08-23T22:52:14.512694,HIGH,Data Exfiltration,10.5.54.254,prod-db-2,Rohit Malhotra,128,4847,Investigated Data Exfiltration on prod-db-2. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,NIGHT
TKT-002984,2026-09-05T03:47:20.479216,LOW,Lateral Movement,10.69.248.51,net-sw-26,Kavita Deshmukh,343,807,"Responded to Lateral Movement on net-sw-26. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,NIGHT
TKT-005604,2026-09-08T10:46:01.017631,HIGH,Insider Threat,10.186.162.138,stg-app-4,Kavita Deshmukh,46,7153,"Responded to Insider Threat on stg-app-4. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,DAY
TKT-005673,2026-09-04T15:48:25.418827,HIGH,SQL Injection,10.124.36.226,prod-db-32,Pooja Chauhan,150,5090,Investigated SQL Injection on prod-db-32. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,SWING
TKT-001207,2026-09-01T02:16:10.260330,HIGH,Lateral Movement,10.242.213.200,net-sw-11,Priya Patel,196,2187,Reviewed Lateral Movement targeting net-sw-11. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,NIGHT
TKT-005500,2026-09-10T02:15:17.162668,MEDIUM,DNS Tunneling,10.108.231.178,net-fw-40,Rajesh Kumar,499,887,Investigated DNS Tunneling on net-fw-40. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,False,NIGHT
TKT-007899,2026-08-23T20:32:05.784306,HIGH,Brute Force Attempt,10.42.141.83,net-fw-10,Pooja Chauhan,293,5010,Investigated Brute Force Attempt on net-fw-10. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,SWING
TKT-003536,2026-09-01T01:44:38.022629,LOW,Brute Force Attempt,10.207.121.28,net-fw-25,Meera Iyer,742,1608,Performed deep-dive on Brute Force Attempt. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,NIGHT
TKT-002386,2026-08-31T07:51:15.550796,LOW,Data Exfiltration,10.199.173.208,mail-srv-27,Deepa Reddy,598,1678,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-002503,2026-08-25T14:32:52.423907,HIGH,SQL Injection,10.206.211.214,exec-ws-9,Amit Verma,160,964,Detected SQL Injection pattern on exec-ws-9. Updated IDS signatures and added source to watchlist. network topology change during patching confirmed.,False,SWING
TKT-008594,2026-08-24T05:17:56.982587,LOW,XSS Attack,10.91.217.76,prod-web-30,Meera Iyer,736,1186,"Responded to XSS Attack on prod-web-30. Quarantined suspicious binary, submitted hash to local sandbox. Result: legitimate admin remote session.",False,NIGHT
TKT-002746,2026-08-19T14:23:58.967149,MEDIUM,Ransomware,10.37.80.148,dev-ws-5,Deepa Reddy,296,1573,Performed deep-dive on Ransomware. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,SWING
TKT-007848,2026-08-27T23:02:13.684986,LOW,C2 Communication,10.84.231.34,net-sw-26,Deepa Reddy,340,1119,"Responded to C2 Communication on net-sw-26. Quarantined suspicious binary, submitted hash to local sandbox. Result: expired SSL certificate renewal process.",False,NIGHT
TKT-007595,2026-08-14T00:38:50.579838,CRITICAL,XSS Attack,10.138.33.41,prod-web-30,Neha Joshi,115,9711,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,True,NIGHT
TKT-004260,2026-08-22T13:47:26.729527,MEDIUM,Phishing Email,10.65.9.233,dev-ws-5,Kavita Deshmukh,486,2607,Detected Phishing Email pattern on dev-ws-5. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,False,DAY
TKT-002113,2026-08-23T14:13:00.951659,LOW,Data Exfiltration,10.186.118.250,mail-srv-27,Vikram Singh,504,1480,Investigated Data Exfiltration on mail-srv-27. Contained threat by isolating the host and running full AV scan. Root cause: scheduled maintenance script execution.,False,SWING
TKT-004946,2026-09-09T19:28:09.955524,HIGH,Malware Detection,10.77.131.165,vpn-gw-44,Sanjay Gupta,235,4097,Reviewed Malware Detection targeting vpn-gw-44. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-007566,2026-09-04T19:48:55.321701,LOW,Malware Detection,10.147.156.54,vpn-gw-44,Rohit Malhotra,212,1591,Performed deep-dive on Malware Detection. Memory dump analysis showed no IOCs. Likely caused by outdated vulnerability scanner signatures. Closing as benign.,False,SWING
TKT-006109,2026-09-10T21:19:40.085744,HIGH,Malware Detection,10.237.33.137,corp-ws-21,Kavita Deshmukh,180,1225,Investigated Malware Detection on corp-ws-21. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,SWING
TKT-008827,2026-09-09T20:56:11.804411,CRITICAL,C2 Communication,10.185.72.88,dev-ws-35,Ananya Sharma,11,13812,Reviewed C2 Communication targeting dev-ws-35. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-005568,2026-08-14T22:22:09.949128,HIGH,Data Exfiltration,10.231.91.216,exec-ws-9,Karan Mehta,287,3311,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in Executive Office.,False,NIGHT
TKT-003952,2026-08-19T22:33:40.129584,MEDIUM,Malware Detection,10.117.176.80,net-sw-11,Sanjay Gupta,553,2489,Confirmed true positive for Malware Detection. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,NIGHT
TKT-009828,2026-08-18T07:12:51.199053,HIGH,XSS Attack,10.190.176.125,exec-ws-39,Sunita Rao,269,2058,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by network topology change during patching. Closing as benign.,False,DAY
TKT-001505,2026-08-25T19:02:25.065226,LOW,Data Exfiltration,10.157.208.77,dev-ws-5,Amit Verma,422,1688,Triaged Data Exfiltration alert from dev-ws-5. Correlated with SIEM logs — determined to be benign activity from scheduled misconfigured service account.,False,SWING
TKT-008004,2026-09-10T00:29:01.916719,LOW,DNS Tunneling,10.90.65.219,prod-db-17,Rajesh Kumar,180,499,Detected DNS Tunneling pattern on prod-db-17. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,NIGHT
TKT-009048,2026-09-04T20:56:52.665022,LOW,Brute Force Attempt,10.108.105.200,stg-app-34,Kavita Deshmukh,664,1687,Triaged Brute Force Attempt alert from stg-app-34. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,SWING
TKT-000808,2026-09-02T23:19:45.848992,MEDIUM,C2 Communication,10.41.39.138,prod-app-1,Ananya Sharma,560,2292,Investigated C2 Communication on prod-app-1. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,NIGHT
TKT-005730,2026-08-23T23:55:21.174263,LOW,C2 Communication,10.36.125.53,exec-ws-39,Pooja Chauhan,609,1621,Investigated C2 Communication on exec-ws-39. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,NIGHT
TKT-006207,2026-09-11T19:58:02.747061,HIGH,SQL Injection,10.124.221.183,prod-web-45,Pooja Chauhan,162,6273,Detected SQL Injection pattern on prod-web-45. Updated IDS signatures and added source to watchlist. test traffic from red-team exercise confirmed.,False,SWING
TKT-003753,2026-09-01T15:58:23.146275,HIGH,Insider Threat,10.22.33.85,net-sw-26,Sunita Rao,61,5242,Confirmed true positive for Insider Threat. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-007473,2026-09-10T11:33:37.065351,MEDIUM,XSS Attack,10.70.94.120,mail-srv-12,Pooja Chauhan,121,726,Confirmed true positive for XSS Attack. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,DAY
TKT-000537,2026-09-12T16:06:38.441233,LOW,Ransomware,10.43.199.80,net-sw-26,Sunita Rao,388,512,"Escalated Ransomware to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,SWING
TKT-003602,2026-08-13T20:43:51.140333,HIGH,SQL Injection,10.61.159.112,prod-app-31,Kavita Deshmukh,174,4880,Reviewed SQL Injection targeting prod-app-31. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-001633,2026-08-14T14:43:47.871325,HIGH,SQL Injection,10.42.120.95,file-srv-43,Deepa Reddy,162,6310,"Responded to SQL Injection on file-srv-43. Quarantined suspicious binary, submitted hash to local sandbox. Result: scheduled maintenance script execution.",True,SWING
TKT-005650,2026-09-08T20:32:17.406030,LOW,Brute Force Attempt,10.173.213.3,hr-ws-8,Meera Iyer,290,660,Performed deep-dive on Brute Force Attempt. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,False,SWING
TKT-004283,2026-08-20T17:36:45.957053,MEDIUM,DDoS Attack,10.251.91.22,dev-ws-5,Neha Joshi,399,1224,Investigated DDoS Attack on dev-ws-5. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,SWING
TKT-005943,2026-09-08T00:40:42.420164,LOW,C2 Communication,10.33.155.31,prod-db-17,Sanjay Gupta,158,1288,Detected C2 Communication pattern on prod-db-17. Updated IDS signatures and added source to watchlist. scheduled maintenance script execution confirmed.,False,NIGHT
TKT-006653,2026-08-21T09:18:01.281469,MEDIUM,Privilege Escalation,10.31.160.73,stg-app-34,Kavita Deshmukh,483,3154,"Responded to Privilege Escalation on stg-app-34. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",False,DAY
TKT-007276,2026-08-13T23:56:54.874900,MEDIUM,Port Scan,10.143.162.63,hr-ws-38,Amit Verma,468,1398,Confirmed true positive for Port Scan. Blocked source IP at perimeter firewall. Notified asset owner in HR.,False,NIGHT
TKT-007312,2026-08-14T20:27:19.654556,CRITICAL,Data Exfiltration,10.78.197.142,corp-ws-6,Meera Iyer,101,9663,Triaged Data Exfiltration alert from corp-ws-6. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,SWING
TKT-002479,2026-09-11T23:32:30.181200,LOW,Lateral Movement,10.91.110.138,stg-app-34,Pooja Chauhan,505,526,"Escalated Lateral Movement to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-006295,2026-08-17T20:17:53.278698,MEDIUM,DNS Tunneling,10.199.255.81,mail-srv-12,Sanjay Gupta,390,2052,Confirmed true positive for DNS Tunneling. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-005074,2026-08-22T00:25:15.542763,LOW,Insider Threat,10.146.182.78,hr-ws-8,Kavita Deshmukh,342,330,Reviewed Insider Threat targeting hr-ws-8. Source identified as internal penetration test. Verified with HR team lead.,False,NIGHT
TKT-004795,2026-09-02T17:52:49.729666,LOW,C2 Communication,10.208.100.150,corp-ws-36,Sanjay Gupta,427,1203,"Responded to C2 Communication on corp-ws-36. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",False,SWING
TKT-003430,2026-08-19T18:26:31.063479,MEDIUM,SQL Injection,10.194.68.231,net-fw-40,Arjun Nair,168,3197,Reviewed SQL Injection targeting net-fw-40. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
TKT-005380,2026-08-24T18:14:38.410567,HIGH,Brute Force Attempt,10.116.56.21,stg-web-3,Neha Joshi,209,1403,"Responded to Brute Force Attempt on stg-web-3. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",True,SWING
TKT-007237,2026-08-26T20:31:34.316654,MEDIUM,Insider Threat,10.37.47.201,stg-web-33,Arjun Nair,488,3370,Triaged Insider Threat alert from stg-web-33. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,SWING
TKT-000758,2026-08-24T01:02:13.493936,MEDIUM,Malware Detection,10.79.253.135,corp-ws-6,Neha Joshi,289,2498,Confirmed true positive for Malware Detection. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,NIGHT
TKT-008509,2026-08-21T08:38:43.613533,LOW,Unauthorized Access,10.70.57.36,prod-web-30,Ananya Sharma,479,470,Confirmed true positive for Unauthorized Access. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,DAY
TKT-001774,2026-09-03T12:38:15.045158,LOW,Lateral Movement,10.116.216.110,exec-ws-24,Sanjay Gupta,482,754,Confirmed true positive for Lateral Movement. Blocked source IP at perimeter firewall. Notified asset owner in Executive Office.,False,DAY
TKT-000138,2026-08-17T00:42:47.912013,CRITICAL,DDoS Attack,10.227.37.231,net-sw-26,Deepa Reddy,1,8,Issue resolved. Closing ticket.,False,NIGHT
TKT-009926,2026-08-24T08:53:22.601366,LOW,Lateral Movement,10.148.71.184,vpn-gw-14,Arjun Nair,491,1206,Investigated Lateral Movement on vpn-gw-14. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,DAY
TKT-009104,2026-08-14T17:52:50.565730,LOW,DNS Tunneling,10.174.156.91,net-fw-40,Priya Patel,453,1354,Detected DNS Tunneling pattern on net-fw-40. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,False,SWING
TKT-005236,2026-08-30T10:17:45.543866,HIGH,C2 Communication,10.41.119.243,net-fw-10,Vikram Singh,79,5227,"Responded to C2 Communication on net-fw-10. Quarantined suspicious binary, submitted hash to local sandbox. Result: outdated vulnerability scanner signatures.",False,DAY
TKT-005049,2026-08-20T19:21:30.845496,LOW,DDoS Attack,10.187.224.34,net-fw-25,Karan Mehta,547,624,"Responded to DDoS Attack on net-fw-25. Quarantined suspicious binary, submitted hash to local sandbox. Result: test traffic from red-team exercise.",False,SWING
TKT-008159,2026-08-17T13:55:10.964826,HIGH,Port Scan,10.52.163.249,exec-ws-24,Sunita Rao,85,6020,Reviewed Port Scan targeting exec-ws-24. Source identified as internal penetration test. Verified with Executive Office team lead.,False,DAY
TKT-008064,2026-09-12T09:55:47.038159,LOW,Privilege Escalation,10.33.182.165,dev-ws-20,Sanjay Gupta,347,735,"Responded to Privilege Escalation on dev-ws-20. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,DAY
TKT-009979,2026-08-26T11:15:29.286051,LOW,Brute Force Attempt,10.14.103.57,prod-db-32,Sanjay Gupta,570,1506,Reviewed Brute Force Attempt targeting prod-db-32. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,DAY
TKT-000933,2026-08-18T08:46:39.768492,MEDIUM,Phishing Email,10.58.134.180,file-srv-28,Rohit Malhotra,251,2694,"Escalated Phishing Email to Tier-2. Forensic analysis revealed network topology change during patching. Remediation applied, monitoring for recurrence.",False,DAY
TKT-007897,2026-08-20T14:47:22.388438,MEDIUM,DDoS Attack,10.155.241.4,stg-web-33,Karan Mehta,432,1972,Performed deep-dive on DDoS Attack. Memory dump analysis showed no IOCs. Likely caused by misconfigured service account. Closing as benign.,False,SWING
TKT-009257,2026-09-12T13:41:03.592190,CRITICAL,Data Exfiltration,10.53.141.21,hr-ws-23,Sanjay Gupta,95,3940,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in HR.,True,DAY
TKT-005714,2026-08-31T05:16:22.811594,HIGH,Phishing Email,10.151.6.118,file-srv-13,Arjun Nair,70,1232,Detected Phishing Email pattern on file-srv-13. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,False,NIGHT
TKT-008382,2026-08-18T21:06:02.297701,LOW,Brute Force Attempt,10.157.92.83,dev-ws-20,Amit Verma,333,367,Detected Brute Force Attempt pattern on dev-ws-20. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,False,SWING
TKT-005452,2026-09-03T05:59:20.223059,HIGH,Brute Force Attempt,10.241.97.238,corp-ws-36,Rajesh Kumar,141,1233,Investigated Brute Force Attempt on corp-ws-36. Contained threat by isolating the host and running full AV scan. Root cause: misconfigured service account.,False,NIGHT
TKT-001973,2026-08-27T19:54:12.736183,MEDIUM,XSS Attack,10.56.240.250,stg-app-4,Vikram Singh,168,2301,Triaged XSS Attack alert from stg-app-4. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,SWING
TKT-003372,2026-09-10T23:14:43.963406,MEDIUM,Malware Detection,10.201.117.101,exec-ws-39,Sunita Rao,460,3211,Reviewed Malware Detection targeting exec-ws-39. Source identified as internal penetration test. Verified with Executive Office team lead.,False,NIGHT
TKT-004836,2026-09-03T15:22:41.651461,HIGH,C2 Communication,10.140.45.170,stg-app-4,Amit Verma,109,3762,Performed deep-dive on C2 Communication. Memory dump analysis showed no IOCs. Likely caused by legacy application compatibility issue. Closing as benign.,False,SWING
TKT-006701,2026-09-02T14:52:17.331400,HIGH,Malware Detection,10.47.78.83,prod-web-30,Deepa Reddy,157,3213,Detected Malware Detection pattern on prod-web-30. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,True,SWING
TKT-002712,2026-08-18T16:05:05.873799,MEDIUM,Phishing Email,10.98.233.166,prod-web-45,Amit Verma,109,3306,"Responded to Phishing Email on prod-web-45. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,SWING
TKT-000723,2026-09-05T16:39:33.070590,LOW,Insider Threat,10.95.255.55,stg-web-33,Deepa Reddy,139,669,"Responded to Insider Threat on stg-web-33. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,SWING
TKT-009499,2026-08-27T22:20:52.371596,CRITICAL,DNS Tunneling,10.109.51.42,prod-app-31,Deepa Reddy,103,13138,Investigated DNS Tunneling on prod-app-31. Contained threat by isolating the host and running full AV scan. Root cause: legacy application compatibility issue.,False,NIGHT
TKT-008856,2026-08-13T23:59:41.326850,HIGH,XSS Attack,10.61.31.149,stg-app-34,Sanjay Gupta,45,4808,Confirmed true positive for XSS Attack. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,NIGHT
TKT-005337,2026-09-04T16:02:16.215181,MEDIUM,Ransomware,10.153.237.197,exec-ws-9,Ananya Sharma,491,2652,"Responded to Ransomware on exec-ws-9. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,SWING
TKT-000073,2026-08-24T00:40:02.054724,CRITICAL,Ransomware,10.215.250.28,dev-ws-5,Deepa Reddy,4,8,No threat detected upon investigation.,False,NIGHT
TKT-002132,2026-09-10T10:30:12.761144,LOW,Lateral Movement,10.202.235.97,mail-srv-12,Neha Joshi,365,959,Triaged Lateral Movement alert from mail-srv-12. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,DAY
TKT-001719,2026-09-08T16:12:49.784115,LOW,Privilege Escalation,10.132.225.163,hr-ws-8,Vikram Singh,475,674,Detected Privilege Escalation pattern on hr-ws-8. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,False,SWING
TKT-006500,2026-08-29T15:14:39.500299,MEDIUM,Malware Detection,10.78.130.116,fin-ws-37,Vikram Singh,492,1322,Triaged Malware Detection alert from fin-ws-37. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,SWING
TKT-009412,2026-08-26T19:45:23.706112,MEDIUM,SQL Injection,10.244.4.123,vpn-gw-29,Pooja Chauhan,365,2959,Investigated SQL Injection on vpn-gw-29. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,SWING
TKT-001294,2026-09-11T07:16:44.970891,MEDIUM,Privilege Escalation,10.28.200.98,net-fw-10,Karan Mehta,418,1318,Triaged Privilege Escalation alert from net-fw-10. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,DAY
TKT-001175,2026-08-22T00:48:51.216132,LOW,SQL Injection,10.162.49.57,mail-srv-27,Priya Patel,733,1247,"Escalated SQL Injection to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-001783,2026-08-15T12:15:35.195093,HIGH,DDoS Attack,10.242.187.99,mail-srv-12,Deepa Reddy,234,3249,Confirmed true positive for DDoS Attack. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,DAY
TKT-002912,2026-09-08T07:28:38.753442,MEDIUM,Data Exfiltration,10.187.8.126,net-fw-40,Rohit Malhotra,226,3496,Confirmed true positive for Data Exfiltration. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-006236,2026-08-28T00:43:05.387938,HIGH,Malware Detection,10.50.67.202,stg-app-4,Meera Iyer,265,6499,Investigated Malware Detection on stg-app-4. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,True,NIGHT
TKT-004705,2026-08-30T06:12:30.238415,LOW,Ransomware,10.196.199.32,fin-ws-7,Deepa Reddy,276,638,Reviewed Ransomware targeting fin-ws-7. Source identified as internal penetration test. Verified with Finance team lead.,False,DAY
TKT-001670,2026-09-02T09:00:43.537253,LOW,Unauthorized Access,10.74.100.217,file-srv-28,Meera Iyer,787,884,Confirmed true positive for Unauthorized Access. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,DAY
TKT-007437,2026-08-28T13:03:06.016971,MEDIUM,Data Exfiltration,10.236.56.44,file-srv-28,Vikram Singh,443,2671,"Escalated Data Exfiltration to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,DAY
TKT-005970,2026-08-20T01:29:17.405546,HIGH,DNS Tunneling,10.138.103.20,file-srv-43,Rohit Malhotra,297,4652,Investigated DNS Tunneling on file-srv-43. Contained threat by isolating the host and running full AV scan. Root cause: test traffic from red-team exercise.,False,NIGHT
TKT-009550,2026-08-15T05:51:19.040452,MEDIUM,Data Exfiltration,10.184.244.20,prod-app-16,Rohit Malhotra,326,2963,"Escalated Data Exfiltration to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-007836,2026-08-14T15:51:41.461419,MEDIUM,Privilege Escalation,10.117.22.137,fin-ws-37,Karan Mehta,403,1300,Triaged Privilege Escalation alert from fin-ws-37. Correlated with SIEM logs — determined to be benign activity from scheduled outdated vulnerability scanner signatures.,False,SWING
TKT-000393,2026-09-09T08:32:07.909091,LOW,XSS Attack,10.189.95.115,net-fw-25,Sanjay Gupta,165,839,Issue resolved. Closing ticket.,False,DAY
TKT-001050,2026-09-09T04:30:29.221086,LOW,Data Exfiltration,10.53.242.7,prod-app-1,Rohit Malhotra,219,1364,"Responded to Data Exfiltration on prod-app-1. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",False,NIGHT
TKT-007951,2026-08-17T12:11:08.889212,LOW,XSS Attack,10.158.113.209,hr-ws-23,Karan Mehta,300,1341,Performed deep-dive on XSS Attack. Memory dump analysis showed no IOCs. Likely caused by expired SSL certificate renewal process. Closing as benign.,False,DAY
TKT-008488,2026-08-16T13:43:57.092057,MEDIUM,Phishing Email,10.40.134.142,hr-ws-23,Deepa Reddy,525,2059,Confirmed true positive for Phishing Email. Blocked source IP at perimeter firewall. Notified asset owner in HR.,True,DAY
TKT-003037,2026-08-18T18:13:08.909181,LOW,C2 Communication,10.130.222.91,mail-srv-27,Vikram Singh,496,374,"Escalated C2 Communication to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",False,SWING
TKT-001645,2026-09-12T12:12:33.605486,CRITICAL,Insider Threat,10.34.217.6,net-sw-26,Priya Patel,77,14135,Confirmed true positive for Insider Threat. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,True,DAY
TKT-001220,2026-09-11T05:54:12.417073,MEDIUM,XSS Attack,10.3.199.5,prod-web-45,Karan Mehta,471,687,Investigated XSS Attack on prod-web-45. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,NIGHT
TKT-001122,2026-08-21T03:06:10.435307,MEDIUM,Ransomware,10.190.55.116,prod-web-45,Neha Joshi,568,670,"Escalated Ransomware to Tier-2. Forensic analysis revealed misconfigured service account. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-005921,2026-08-16T04:12:40.414089,LOW,Data Exfiltration,10.177.6.124,prod-app-16,Sanjay Gupta,830,1286,Performed deep-dive on Data Exfiltration. Memory dump analysis showed no IOCs. Likely caused by scheduled maintenance script execution. Closing as benign.,False,NIGHT
TKT-001445,2026-08-29T22:54:40.368007,CRITICAL,Ransomware,10.170.9.105,hr-ws-38,Meera Iyer,68,14182,Confirmed true positive for Ransomware. Blocked source IP at perimeter firewall. Notified asset owner in HR.,True,NIGHT
